id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm957290,Umma,MOVIE,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",2022,PG-13,83,"['horror', 'drama']",['US'],,tt13235822,4.6,4583,0.0,0.0
ts357030,D.B. Cooper: Where Are You?!,SHOW,"The series looks at the 50-year quest to find the mysterious man who hijacked a Northwest Airlines passenger jet in November 1971 and escaped with $200,000, never to be seen again.  Five decades. Few clues. Too many suspects. The identity of skyjacker D.B. Cooper remains one of the greatest mysteries of the 20th century.
",2022,TV-MA,43,"['crime', 'documentation']",['US'],1,tt21063170,,,0.0,0.0
ts306335,"Boo, Bitch",SHOW,"Two senior BFFs make a last-ditch attempt to be seen. But when one of them becomes a ghost, she'll need to really live her best life — while she can.",2022,TV-14,25,"['scifi', 'comedy']",['US'],1,tt14097144,5.7,2203,0.0,0.0
tm1043537,Operation Mincemeat,MOVIE,"In 1943, two British intelligence officers concoct Operation Mincemeat, wherein their plan to drop a corpse with false papers off the coast of Spain would fool Nazi spies into believing the Allied forces were planning to attack by way of Greece rather than Sicily.",2022,PG-13,128,"['drama', 'war', 'history']","['GB', 'US']",,tt1879016,6.6,18893,0.0,0.0
ts215951,Midnight Mass,SHOW,"An isolated island community experiences miraculous events - and frightening omens - after the arrival of a charismatic, mysterious young priest.",2021,TV-MA,64,"['fantasy', 'horror', 'action', 'drama', 'scifi']",['US'],1,tt10574558,7.7,106385,0.0,0.0
ts108385,Inventing Anna,SHOW,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York’s social scene – and stole their money as well.",2022,TV-MA,68,['drama'],['US'],1,tt8740976,6.8,61061,0.0,0.0
tm928497,Valley of the Dead,MOVIE,"They're soldiers on different sides of the war. But when the dead come back to life, the only side they want to be on is the one that survives.",2022,R,101,"['comedy', 'horror', 'war', 'fantasy', 'thriller', 'action']",['ES'],,tt10127708,6.5,114,0.0,0.0
ts308317,Snowflake Mountain,SHOW,"A bunch of clueless kidults are put through their paces at a wilderness survival retreat to try and kickstart them into standing on their own two feet. There's no running water, no parents, and, worst of all, no Wi-Fi.",2022,TV-MA,38,['reality'],['GB'],1,tt15292870,4.9,691,0.0,0.0
tm1228854,Bill Burr: Live at Red Rocks,MOVIE,"Comedian Bill Burr sounds off on cancel culture, feminism, getting bad reviews from his wife and a life-changing epiphany during a fiery stand-up set.",2022,,82,"['comedy', 'documentation']",[],,tt21106500,7.8,1281,0.0,0.0
ts264270,Anatomy of a Scandal,SHOW,A sexual consent scandal amongst British privileged elite and the women caught up in its wake.,2022,TV-MA,46,"['drama', 'thriller']","['GB', 'US']",1,tt12748084,7.0,23981,0.0,0.0
ts222333,Arcane,SHOW,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",2021,TV-14,41,"['scifi', 'action', 'drama', 'animation', 'fantasy']",['US'],1,tt11126994,9.0,186899,0.0,0.0
ts220305,Squid Game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021,TV-MA,55,"['action', 'thriller', 'drama']",['KR'],2,tt10919420,8.0,426967,0.0,0.0
ts271437,Money Heist (Korean Remake),SHOW,"A story of genius strategists and robbers with different personalities and abilities.  Set in the Korean Peninsula, confronting extraordinary variables and carrying out unprecedented hostage robbery.",2022,TV-MA,70,"['action', 'drama', 'thriller', 'crime']",['KR'],1,tt13696452,5.2,5142,0.0,0.0
tm1082564,The Adam Project,MOVIE,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.",2022,PG-13,106,"['drama', 'action', 'comedy', 'scifi']",['US'],,tt2463208,6.7,183489,0.0,0.0
ts217231,Heartstopper,SHOW,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,2022,TV-14,28,"['romance', 'drama']",['GB'],3,tt10638036,8.7,45476,0.0,0.0
ts344162,Extraordinary Attorney Woo,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022,,70,['drama'],['KR'],1,,,,0.0,0.0
ts225061,Pieces of Her,SHOW,An act of violence rocks a sleepy Georgia town as well as the bond between a mother and her daughter.,2022,TV-MA,51,"['drama', 'crime', 'thriller']",['US'],1,tt9170236,6.3,22435,0.0,0.0
ts223537,Maid,SHOW,"Inspired by the powerful New York Times best-selling memoir Maid: Hard Work, Low Pay, and a Mother's Will to Survive by Stephanie Land, Maid will chronicle a single mother who turns to housekeeping to - barely - make ends meet as she battles against poverty, homelessness, and bureaucracy.",2021,TV-MA,54,"['drama', 'comedy']",['US'],1,tt11337908,8.4,77885,0.0,0.0
tm856378,Don't Look Up,MOVIE,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.,2021,R,138,"['comedy', 'drama', 'scifi']",['US'],,tt11286314,7.2,515337,0.0,0.0
tm674063,The Power of the Dog,MOVIE,"Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.",2021,R,126,"['drama', 'romance', 'western']","['GB', 'AU', 'CA', 'GR', 'NZ']",,tt10293406,6.8,164844,0.0,0.0
ts356887,How To Build a Sex Room,SHOW,Couples looking for more spice in the bedroom hire luxury interior designer Melanie Rose to create stylish spaces where they can carry out any fantasy they wish.,2022,TV-MA,42,['reality'],['US'],1,tt21030224,5.3,181,0.0,0.0
ts328671,"BASTARD‼ -Heavy Metal, Dark Fantasy-",SHOW,"When evil forces threaten to resurrect Anthrasax, the God of Destruction, the Kingdom of Meta-llicana calls on a volatile dark wizard for help.",2022,TV-MA,25,"['animation', 'action', 'scifi', 'comedy', 'fantasy']",['JP'],1,tt17736234,6.7,854,0.0,0.0
ts288808,The Longest Night,SHOW,"Centres on a psychiatric prison where a group of armed men aim to capture an incarcerated serial killer, but are met with resistance from the prison director.",2022,TV-MA,45,"['action', 'crime', 'drama', 'thriller']",['ES'],1,tt14463552,5.8,502,0.0,0.0
ts319426,You Don't Know Me,SHOW,"Accused of murder, Hero shouldn't stand a chance in court. He swears he's innocent. But in the end, all that matters is this: do you believe him?",2021,,56,"['drama', 'crime']",['GB'],1,tt12005828,6.9,4037,0.0,0.0
tm1072066,Blasted,MOVIE,"When a former childhood friend crashes Sebastian's bachelor party and makes it all about himself, only an alien invasion can make them put aside their bad blood and reunite as the kick-ass laser-tag duo they once were.",2022,,114,"['action', 'comedy', 'scifi']",['NO'],,tt14866710,4.8,1528,0.0,0.0
ts255888,First Kill,SHOW,"Falling in love is tricky for teens Juliette and Calliope: One's a vampire, the other's a vampire hunter — and both are ready to make their first kill.",2022,TV-MA,49,"['thriller', 'drama', 'fantasy', 'horror']",['US'],1,tt13315156,6.4,23605,0.0,0.0
ts342732,Our Great National Parks,SHOW,"Narrated by former President Barack Obama, this stunning docuseries shines the spotlight on some of the planet's most spectacular national parks.",2022,TV-PG,52,['documentation'],['US'],1,tt18750552,7.9,1684,0.0,0.0
tm1221677,"Hello, Goodbye, and Everything in Between",MOVIE,"Clare and Aidan, who after making a pact that they would break up before college, find themselves retracing the steps of their relationship on their last evening as a couple. The epic date leads them to familiar landmarks, unexpected places, and causes them to question whether high school love is meant to last.",2022,PG-13,83,"['drama', 'comedy', 'romance']",['US'],,tt4181158,4.9,1842,0.0,0.0
ts306526,Queen,SHOW,"After a decades-long absence, a renowned Parisian tailor and drag queen returns to his hometown in Poland to make amends with his daughter.",2022,TV-MA,49,['drama'],['PL'],1,tt15096884,7.1,815,0.0,0.0
ts311101,King of Stonks,SHOW,"Series inspired by real events in the financial world, centers on narcissism, megalomania and double standards.",2022,TV-MA,47,"['comedy', 'drama', 'thriller']",['DE'],1,tt15407486,6.0,318,0.0,0.0
ts241363,Alba,SHOW,A chain of events is kickstarted when a young girl is gang-raped by four boys.,2021,TV-MA,50,['drama'],['ES'],1,tt12446242,6.2,511,0.0,0.0
tm1044289,Interceptor,MOVIE,A U.S. Army Captain uses her years of tactical training to save humanity from sixteen nuclear missiles launched at the U.S. as a violent attack threatens her remote missile interceptor station.,2022,PG-13,98,"['thriller', 'action', 'drama']",['AU'],,tt14174940,4.5,20007,0.0,0.0
ts312082,Alchemy of Souls,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022,TV-14,80,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']",['KR'],1,tt20859920,8.6,878,0.0,0.0
ts90093,The Pentaverate,SHOW,"After influencing global events for centuries, a secret society faces a dangerous threat from within. Can a Canadian reporter save them — and the world?",2022,TV-MA,26,['comedy'],['US'],1,tt10203880,6.1,8726,0.0,0.0
ts307973,Murderville,SHOW,"Welcome to Murderville, a new series starring Will Arnett as a detective who, in every episode, has to solve a murder with a new celebrity guest star as his partner.  The catch is: the guest star is never given a script so they have to improvise their way through the case!",2022,TV-MA,34,"['comedy', 'crime']",['US'],1,tt15264192,6.8,11466,0.0,0.0
ts270910,Vikings: Valhalla,SHOW,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history.",2022,TV-MA,51,"['war', 'action', 'drama', 'history', 'romance']",['US'],1,tt11311302,7.1,34833,0.0,0.0
tm1080083,The Lost Daughter,MOVIE,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,2021,R,122,['drama'],"['GR', 'GB', 'US']",,tt9100054,6.7,58882,0.0,0.0
ts296291,Uncle From Another World,SHOW,"After being in a coma for 17 years, Takafumi's middle-aged uncle suddenly wakes up speaking an unrecognizable language and wielding magical powers.",2022,TV-MA,24,['scifi'],['JP'],1,,,,0.0,0.0
ts87242,Shadow and Bone,SHOW,"In a world cleaved in two by a massive barrier of perpetual darkness, a young soldier uncovers a power that might finally unite her country. But as she struggles to hone her power, dangerous forces plot against her. Thugs, thieves, assassins and saints are at war now, and it will take more than magic to survive.",2021,TV-14,52,"['scifi', 'drama', 'fantasy', 'action']",['US'],1,tt2403776,7.6,80009,0.0,0.0
ts302437,Kung Fu Panda: The Dragon Knight,SHOW,"Follow the adventures of Po, who partners up with a no-nonsense English knight named Wandering Blade to find a collection of four powerful weapons before a mysterious pair of weasels do, and save the world from destruction.",2022,TV-Y7,24,"['action', 'animation', 'family', 'fantasy', 'comedy']",['US'],1,tt18783984,5.9,742,0.0,0.0
tm979026,"tick, tick... BOOM!",MOVIE,"On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",2021,PG-13,121,['drama'],['US'],,tt8721424,7.5,98370,0.0,0.0
ts353837,"Web of Make Believe: Death, Lies and the Internet",SHOW,"Conspiracy. Fraud. Violence. Murder. What starts out virtual can get real all too quickly — and when the web is worldwide, so are the consequences.",2022,TV-MA,57,"['crime', 'documentation']",['US'],1,tt20602042,6.1,1145,0.0,0.0
ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,"For Anna, every day is the same. She sits with her wine, staring out the window, watching life go by without her. But when a handsome neighbor moves in across the street, Anna starts to see a light at the end of the tunnel. That is until she witnesses a gruesome murder… Or did she?",2022,TV-MA,26,"['thriller', 'crime', 'drama', 'comedy']",['US'],1,tt13315324,6.3,41822,0.0,0.0
tm404856,Red Notice,MOVIE,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",2021,PG-13,117,"['thriller', 'action', 'comedy', 'crime']",['US'],,tt7991608,6.3,264194,0.0,0.0
ts317746,Café Minamdang,SHOW,A suspicious business that offers the services of a purportedly all-knowing shaman catches the attention of a tenacious police inspector.,2022,,64,"['drama', 'comedy', 'crime', 'thriller']",['KR'],1,tt21049186,7.0,131,0.0,0.0
ts354073,The Future Of,SHOW,"With the help of industry experts, this innovative docuseries examines new and emerging technological trends to imagine revolutionary possibilities.",2022,TV-14,20,['documentation'],['US'],1,tt19895946,4.7,165,0.0,0.0
ts256710,Archive 81,SHOW,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,2022,TV-MA,54,"['drama', 'scifi', 'horror', 'thriller']",['US'],1,tt13365348,7.3,45954,0.0,0.0
ts281927,Stay Close,SHOW,"The lives of a photojournalist, a soccer mom and a homicide detective are disturbed by a terrible event from the past.",2021,TV-MA,47,"['crime', 'drama', 'thriller']",['GB'],1,tt2201227,6.9,30197,0.0,0.0
ts298766,Pirate Gold of Adak Island,SHOW,Will this expert team unearth legendary pirate treasure? Follow the hunt for buried gold amid the harsh Alaskan wilderness in this documentary series.,2022,TV-14,29,['reality'],['US'],1,tt14849626,4.6,563,0.0,0.0
ts225855,All of Us Are Dead,SHOW,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,2022,TV-MA,61,"['action', 'drama', 'scifi', 'horror', 'thriller', 'fantasy']",['KR'],2,tt14169960,7.5,45027,0.0,0.0
ts255037,Resident Evil: Infinite Darkness,SHOW,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",2021,TV-MA,27,"['scifi', 'animation', 'drama', 'action', 'horror']",['US'],1,tt13175788,5.8,9500,0.0,0.0
tm1232830,Dave Chappelle: What's in a Name?,MOVIE,"Dave Chappelle delivers a speech at his prestigious alma mater that reflects on his comedy roots, his rise to fame and why artists should never behave.",2022,,40,['comedy'],['US'],,,,,0.0,0.0
tm1229846,My Daughter's Killer,MOVIE,A father fights for decades to bring his daughter's killer to justice in France and Germany before taking extreme measures.,2022,R,83,"['documentation', 'crime']","['DE', 'FR']",,tt21049266,6.9,832,0.0,0.0
tm1201262,Love & Gelato,MOVIE,"Lina is about to graduate high school and has her sights set on her future at MIT. But when her mom gets sick, she encourages Lina to follow in her footsteps and have “the summer of a lifetime” in Rome. Using her mom’s old diary as a guide, she explores the romantic and magical city, where she just might find love... and gelato, of course.",2022,PG-13,111,"['romance', 'comedy', 'drama']",['IT'],,tt15521050,5.1,3980,0.0,0.0
tm852172,Apollo 10½:  A Space Age Childhood,MOVIE,"A man narrates stories of his life as a 10-year-old boy in 1969 Houston, weaving tales of nostalgia with a fantastical account of a journey to the moon.",2022,PG-13,98,"['animation', 'scifi', 'action', 'comedy', 'romance', 'family', 'horror', 'drama']","['NL', 'US']",,tt7978758,7.3,6681,0.0,0.0
tm937814,The Alpinist,MOVIE,"When filmmaker Peter Mortimer encounters an elusive young climber named Marc-André Leclerc, an evolution in free solo mountaineering unfolds. Along the two-year journey up high alpine peaks and steep frozen waterfalls, Peter explores Marc’s connection to nature, his uncompromising quest for adventure, and the risks he takes to pursue his passion.",2021,PG-13,92,['documentation'],"['AT', 'GB', 'US']",,tt11790780,8.0,8048,0.0,0.0
ts320073,Attack on Pearl Harbor: Minute by Minute,SHOW,Covers the 1941 Japanese military strike on a Hawaiian naval base in never before seen detail.,2021,TV-14,45,"['documentation', 'history']",['GB'],1,tt16348586,7.5,68,0.0,
tm370144,The Mitchells vs. the Machines,MOVIE,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",2021,PG,109,"['comedy', 'family', 'scifi', 'animation']",['US'],,tt7979580,7.6,103825,0.0,0.0
ts293103,Juanpis González - The Series,SHOW,"The most spoiled man in the country has to overcome a difficult test imposed by his grandfather to inherit the family fortune, through which he finds what he believes is his vocation: To do politics but to the no always lawful way of it.",2022,TV-MA,25,"['comedy', 'drama']",['CO'],1,tt14494894,6.8,348,0.0,0.0
ts345200,Borgen - Power & Glory,SHOW,"Birgitte Nyborg, her staff and the media tasked with covering her, this time in her role as Minister for Foreign Affairs.",2022,TV-MA,57,"['drama', 'war']",['DK'],1,tt18751672,8.2,165,0.0,0.0
ts222522,Spriggan,SHOW,An ancient civilization's relics on Earth hold dangerous powers — it's up to ARCAM Corporation's Spriggan agents to keep them out of the wrong hands.,2022,TV-MA,46,"['animation', 'action', 'war', 'scifi', 'drama', 'thriller']",['JP'],1,tt10011306,7.0,664,0.0,0.0
ts237713,Sweet Tooth,SHOW,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",2021,TV-14,45,"['drama', 'scifi', 'fantasy', 'action']",['US'],2,tt12809988,7.8,50215,0.0,0.0
tm825714,The Harder They Fall,MOVIE,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.",2021,R,139,"['action', 'drama', 'western']",['US'],,tt10696784,6.5,59833,0.0,0.0
tm996762,Major,MOVIE,"Based on the life of real-life Hero Major Sandeep Unnikrishnan, Major, the film, aims to show how this valiant soldier saved the lives of numerous hostages before being martyred by the terrorists who wreaked havoc in the Taj Mahal Palace Mumbai, India on the 26th of November, 2008.",2022,,149,"['action', 'drama']",['IN'],,tt9851854,9.1,7576,0.0,0.0
ts102086,Behind Her Eyes,SHOW,"It follows Louise, a single mom with a son and a part-time job in a psychiatrist's office. She begins an affair with her boss and strikes up an unlikely friendship with his wife.",2021,TV-MA,50,"['thriller', 'drama']",['GB'],1,tt9698442,7.2,59293,0.0,0.0
ts357930,Indian Predator: The Butcher of Delhi,SHOW,A series of mutilated bodies and taunting notes left outside a Delhi jail sends police hunting for a seasoned killer with a grudge against the system.,2022,TV-MA,43,"['documentation', 'crime']",['IN'],1,,,,0.0,0.0
tm1196288,Our Father,MOVIE,"After a woman's at-home DNA test reveals multiple half-siblings, she discovers a shocking scheme involving donor sperm and a popular fertility doctor.",2022,,97,"['crime', 'documentation']",['US'],,tt19704638,6.5,9889,0.0,0.0
ts284297,All American: Homecoming,SHOW,Follows a young tennis hopeful from Beverly Hills and an elite baseball player from Chicago as they contend with the high stakes of college sports.,2022,TV-14,39,"['drama', 'sport']",['US'],2,tt14088994,5.3,527,0.0,0.0
ts296046,Lupin,SHOW,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",2021,TV-MA,46,"['crime', 'drama', 'thriller', 'action', 'comedy']",['FR'],3,tt2531336,7.5,102888,0.0,0.0
tm1083293,Windfall,MOVIE,"A man breaks into a tech billionaire's empty vacation home, but things go sideways when the arrogant mogul and his wife arrive for a last-minute getaway.",2022,R,92,"['crime', 'drama', 'thriller']",['US'],,tt15035360,5.7,20903,0.0,0.0
ts346959,Meltdown: Three Mile Island,SHOW,"Insiders recount the events, controversies and lingering effects of the accident at the Three Mile Island nuclear power plant in Pennsylvania.",2022,TV-14,44,"['documentation', 'history']",['US'],1,tt19758756,6.9,3115,0.0,0.0
ts287722,The Upshaws,SHOW,"Bennie Upshaw, the head of a Black working class family in Indianapolis, is a charming, well-intentioned mechanic and lifelong mess just trying his best to step up and care for his family and tolerate his sardonic sister-in-law, all without a blueprint for success.",2021,TV-14,27,"['family', 'comedy']",['US'],2,tt10945036,6.8,2589,0.0,0.0
tm1165462,Senior Year,MOVIE,A thirty-seven-year-old woman wakes up from a twenty-year coma and returns to the high school where she was once a popular cheerleader to finish her senior year and become prom queen. The main plot is the empowerment of LGBTQ rights and progress through the years.,2022,R,112,"['comedy', 'drama']",['US'],,tt5315212,5.5,34419,0.0,0.0
ts240453,Clark,SHOW,"This is the incredible story behind Sweden's most notorious gangster, Clark Olofsson, whose infamous crimes gave rise to the term ""Stockholm Syndrome"".",2022,TV-MA,61,"['thriller', 'action', 'comedy', 'crime', 'drama']",['SE'],1,tt12304420,7.4,7958,0.0,0.0
ts294227,Farzar,SHOW,"Prince Fichael and his crew as they venture out of their domed human city to fight the evil aliens that want to kill them. As they begin their journey, Fichael quickly discovers that all is not what it seems and he may be living a lie.",2022,TV-MA,27,"['scifi', 'animation', 'action', 'comedy']",['US'],1,tt14589904,5.3,929,0.0,0.0
tm946869,Texas Chainsaw Massacre,MOVIE,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",2022,R,83,"['horror', 'thriller', 'crime']",['US'],,tt11755740,4.8,48828,0.0,0.0
tm986168,The Guilty,MOVIE,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,2021,R,91,"['drama', 'thriller', 'action', 'crime']",['US'],,tt9421570,6.3,117984,0.0,0.0
tm1019177,The Colony,MOVIE,"In the not-too-distant future: after a global catastrophe has wiped out nearly all of humanity on Earth, an elite astronaut from Space Colony Kepler must make a decision that will seal the fate of the people on both planets.",2021,R,104,"['scifi', 'thriller', 'action']","['CH', 'DE']",,tt6506264,5.3,8495,0.0,0.0
ts256310,Pacific Rim: The Black,SHOW,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",2021,TV-14,24,"['scifi', 'animation', 'action']",['US'],2,tt9288848,7.0,5175,0.0,0.0
tm1209228,Norm Macdonald: Nothing Special,MOVIE,"In his final comedy special, Norm Macdonald ponders casinos, cannibalism, living wills and why you have to be ready for whatever life throws your way, all done in front of a camera, without an audience, and in one take. After his set, Norm's friends and fellow comics gather to salute him.",2022,R,87,"['comedy', 'documentation']",['US'],,tt20201450,7.6,1466,0.0,0.0
ts311985,Inside Job,SHOW,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",2021,TV-MA,28,"['comedy', 'animation', 'fantasy', 'scifi']",['US'],2,tt10231312,7.6,16616,0.0,0.0
tm1120543,The Bubble,MOVIE,A group of actors and actresses stuck inside a pandemic bubble at a hotel attempts to complete a film.,2022,R,126,['comedy'],['US'],,tt13610562,4.7,22479,0.0,0.0
ts328051,Iron Chef: Quest for an Iron Legend,SHOW,"Five new trailblazing Iron Chefs will welcome brave Challenger Chefs to the reimagined Kitchen Stadium, where they'll face off and be pushed to the limits of endurance and creativity, as they cook up extraordinary culinary creations.",2022,TV-G,48,['reality'],['US'],1,tt17216636,7.1,382,0.0,0.0
ts357137,First Class,SHOW,"Step into the lives of a group of friends in Barcelona who share a love of over-the-top fashion, luxurious parties and exclusive events.",2022,,43,['reality'],['ES'],1,tt20597418,2.8,94,0.0,
ts310081,Two Summers,SHOW,"A group of friends get together thirty years after one of the group members died in a tragic accident while they were on holiday. What was supposed to be a relaxing vacation changes rapidly into a nightmare, when some of the friends are blackmailed with footage from that terrible week three decades ago.",2022,TV-PG,46,"['thriller', 'drama']",['BE'],1,tt13018574,6.8,2867,0.0,0.0
ts269096,She Would Never Know,SHOW,"It is an office romance about female senior who doesn’t want to catch feelings for younger men and male junior who are handsome, sexy and has a straightforward style.",2021,TV-14,64,"['drama', 'romance']",['KR'],1,tt13446244,7.5,743,0.0,0.0
tm991529,The Hand of God,MOVIE,"In 1980s Naples, Italy, an awkward Italian teen struggling to find his place experiences heartbreak and liberation after he's inadvertently saved from a freak accident by football legend Diego Maradona.",2021,R,130,['drama'],['IT'],,tt12680684,7.4,30235,0.0,0.0
ts355168,The Hidden Lives of Pets,SHOW,Bow wows and purr-fect pets. Meet amazing creatures from around the world and dig into the latest science on our animal friends' senses and skills.,2022,,32,['documentation'],['GB'],1,tt20560384,7.4,339,0.0,0.0
ts330198,Dead End: Paranormal Park,SHOW,Two teens and a talking pug team up to battle demons at a haunted theme park — and maybe even save the world from a supernatural apocalypse.,2022,TV-Y7,27,['animation'],['GB'],1,,,,0.0,0.0
tm1231785,For Jojo,MOVIE,"When her best friend Jojo falls in love and moves on from their wild dating adventures in Berlin, Paula does everything she can to sabotage her wedding.",2022,,97,"['comedy', 'drama']",['DE'],,tt21044524,4.2,121,0.0,0.0
tm1092864,The Unforgivable,MOVIE,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,2021,R,112,"['drama', 'crime']","['GB', 'US', 'DE']",,tt11233960,7.1,105353,0.0,0.0
ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,"After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",2022,TV-MA,52,"['documentation', 'crime']",['US'],1,tt18260538,5.8,6134,0.0,0.0
ts85985,Cowboy Bebop,SHOW,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",2021,TV-MA,45,"['scifi', 'action', 'drama', 'fantasy', 'comedy', 'crime']",['US'],1,tt1267295,6.6,35427,0.0,0.0
ts237722,The Cuphead Show!,SHOW,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,2022,TV-Y7,15,"['animation', 'comedy', 'family', 'fantasy', 'action']",['US'],2,tt10611608,7.4,6513,0.0,0.0
ts251675,Hellbound,SHOW,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",2021,TV-MA,52,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",['KR'],1,tt12235718,6.6,23099,0.0,0.0
tm1235785,The Best of Netflix Is a Joke: The Festival,MOVIE,"Top stand-ups and rising stars sound off on sex, parenting, politics, pettiness and more in these highlights from the Netflix Is a Joke comedy festival.",2022,R,55,['comedy'],['US'],,,,,0.0,
tm1014947,Against the Ice,MOVIE,"In 1909, two explorers fight to survive after they're left behind while on a Denmark expedition in ice-covered Greenland.",2022,,102,"['drama', 'history', 'action']","['DK', 'IS']",,tt13873302,6.5,20521,0.0,0.0
tm1075698,Metal Lords,MOVIE,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",2022,R,97,"['music', 'comedy', 'drama']",['US'],,tt12141112,6.7,24672,0.0,0.0
ts252119,The Beauty Queen of Jerusalem,SHOW,"The loves, heartbreak, jealousy and pain of the three Armoza sisters – Luna, Rachelika, and Becky - their parents, grandparents and children, set during the early-mid 20th century in Jerusalem.",2021,TV-MA,30,['drama'],['IL'],3,tt12940732,7.1,337,0.0,0.0
ts292696,Intimacy,SHOW,"A compromising sexual video featuring a promising politician, it depicts the lives of four women forced to walk the line between public and private life.",2022,TV-MA,48,"['crime', 'drama', 'thriller']",['ES'],1,tt14463542,6.8,1674,0.0,0.0
tm1195971,Jennifer Lopez:  Halftime,MOVIE,Global superstar Jennifer Lopez reflects on her multifaceted career and the pressure of life in the spotlight in this intimate documentary.,2022,,95,"['music', 'documentation']",['US'],,tt19637852,6.5,3980,0.0,0.0
ts234817,In from the Cold,SHOW,"Exposed as an ex-Russian spy, an American single mom must juggle family life and unique shape-shifting skills in a battle against an insidious enemy.",2022,TV-MA,49,"['drama', 'scifi', 'thriller', 'action', 'crime']",['US'],1,tt11859542,6.2,7047,0.0,0.0
ts227473,Brand New Cherry Flavor,SHOW,"Lisa Nova, an aspiring film director in the sun-drenched but seamy world of 1990 Los Angeles, embarks on a mind-altering journey of supernatural revenge that gets nightmarishly out of control.",2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",['US'],1,tt11343600,7.1,15028,0.0,0.0
tm1117040,Anek,MOVIE,"Amid the turmoil in northeast India, an undercover agent tasked with peace negotiations crosses paths with a tenacious boxer fighting for her dreams.",2022,,146,"['action', 'thriller', 'drama']",['IN'],,tt13919802,7.1,19394,0.0,0.0
ts269179,The G Word with Adam Conover,SHOW,"Love it or hate it, the government plays a huge role in our lives. Adam Conover explores its triumphs, failures and how we might be able to change it.",2022,TV-MA,30,"['documentation', 'comedy']",['US'],1,tt13649532,6.7,682,0.0,0.0
